InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,PrimaryPositionPlayer,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Joe Connolly,1,4,168,32,45,12,2,3,32,2,0.268,0.417,0,70,0,1924,connojo05
FALSE,TRUE,Cecil Cooper,1,17,7349,1012,2192,415,47,241,1125,89,0.298,0.466,5,3424,19,1987,coopece01
FALSE,FALSE,Bill Pfann,0,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1894,pfannbi01
FALSE,FALSE,George Pipgras,0,11,539,37,88,11,2,2,42,0,0.163,0.202,0,109,0,1935,pipgrge01
FALSE,FALSE,Ray Fitzgerald,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1931,fitzgra01
FALSE,FALSE,George Gillpatrick,0,1,16,1,2,0,0,0,1,0,0.125,0.125,0,2,0,1898,gillpge01
FALSE,FALSE,Tony Gonzalez,1,12,5195,690,1485,238,57,103,615,79,0.286,0.413,0,2146,0,1971,gonzato01
FALSE,FALSE,Harry Wilhelm,0,1,12,1,3,0,1,1,2,0,0.250,0.667,0,8,0,1899,wilheha01
FALSE,FALSE,Joe Jaeger,0,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1920,jaegejo01
FALSE,FALSE,Jack Leiper,0,1,21,2,3,0,0,0,3,0,0.143,0.143,0,3,0,1891,leipeja01
FALSE,FALSE,Ray Miner,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1921,minerra01
FALSE,FALSE,Jerry Sands,1,5,420,36,100,22,1,10,57,3,0.238,0.367,0,154,0,2016,sandsje01
FALSE,FALSE,Henry Buker,1,1,111,5,15,1,0,0,3,0,0.135,0.144,0,16,0,1884,bukerha01
FALSE,FALSE,Al Cihocki,1,1,283,21,60,9,3,0,24,2,0.212,0.265,0,75,0,1945,cihocal01
FALSE,FALSE,Frank Dillon,1,5,1181,146,298,44,16,1,116,34,0.252,0.319,0,377,0,1904,dillopo01
FALSE,FALSE,Lee Handley,1,10,3356,418,902,122,45,15,297,68,0.269,0.345,0,1159,0,1947,handlle01
FALSE,FALSE,Jose Baez,1,2,355,47,87,14,2,1,19,7,0.245,0.304,0,108,0,1978,baezjo01
FALSE,FALSE,Bill Barrett,1,3,13,1,2,1,0,0,1,0,0.154,0.231,0,3,0,1873,barrebi01
FALSE,FALSE,Frank Bates,0,2,77,9,16,1,0,0,5,0,0.208,0.221,0,17,0,1899,batesfr01
FALSE,FALSE,Gus Williams,1,5,1398,171,367,58,31,12,147,95,0.263,0.374,0,523,0,1915,willigu02
FALSE,FALSE,Roy Witherup,0,3,52,1,6,0,0,0,2,0,0.115,0.115,0,6,0,1909,withero01
FALSE,FALSE,Brent Knackert,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1996,knackbr01
FALSE,FALSE,Gene Lambert,0,2,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1942,lambege01
FALSE,FALSE,Alec Marsh,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,marshal01
FALSE,FALSE,Domingo Martinez,1,2,22,4,9,0,0,2,6,0,0.409,0.682,0,15,0,1993,martido02
FALSE,FALSE,Jouett Meekin,0,10,1099,163,267,30,24,15,131,16,0.243,0.355,0,390,0,1900,meekijo01
FALSE,FALSE,Tim Olson,1,2,99,8,18,7,0,2,5,1,0.182,0.313,0,31,0,2005,olsonti01
FALSE,FALSE,Ken Tatum,0,6,45,7,11,1,0,4,6,0,0.244,0.533,0,24,0,1974,tatumke01
FALSE,FALSE,Zaza Harvey,1,3,259,37,86,10,6,1,32,17,0.332,0.429,0,111,0,1902,harveza01
FALSE,FALSE,Frank Menechino,1,7,1257,207,302,58,7,36,149,3,0.240,0.383,0,482,0,2005,menecfr01
FALSE,FALSE,Dave Smith,0,13,44,2,3,0,0,0,1,0,0.068,0.068,2,3,0,1992,smithda02
FALSE,FALSE,Jack Bracken,0,1,44,2,10,4,0,0,4,0,0.227,0.318,0,14,0,1901,brackja01
FALSE,FALSE,Gustavo Chacin,0,5,8,2,1,0,0,1,1,0,0.125,0.500,0,4,2,2010,chacigu01
FALSE,FALSE,Jim Fanning,1,4,141,5,24,2,0,0,5,0,0.170,0.184,0,26,0,1957,fanniji01
FALSE,FALSE,Armando Gabino,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2010,gabinar01
FALSE,FALSE,Steve Garrison,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2011,garrist01
FALSE,FALSE,Ryan Jackson,1,3,33,2,2,0,0,0,0,0,0.061,0.061,0,2,0,2015,jacksry02
FALSE,FALSE,Cactus Keck,0,2,61,2,8,1,0,0,2,0,0.131,0.148,0,9,0,1923,keckca01
FALSE,FALSE,Jorge Roque,1,4,139,14,19,4,1,2,12,4,0.137,0.223,0,31,0,1973,roquejo01
FALSE,FALSE,Garin Cecchini,1,2,35,6,8,3,0,1,4,0,0.229,0.400,0,14,0,2015,cecchga01
FALSE,TRUE,Jerry Koosman,0,19,915,36,109,12,1,2,46,1,0.119,0.141,2,129,4,1985,koosmje01
FALSE,FALSE,Wild Bill Luhrsen,0,1,10,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1913,luhrswi01
FALSE,FALSE,Randy Tomlin,0,5,181,13,29,2,0,0,5,0,0.160,0.171,0,31,2,1994,tomlira01
FALSE,FALSE,Jim Tracy,1,2,185,18,46,5,4,3,14,3,0.249,0.368,0,68,0,1981,tracyji01
FALSE,FALSE,Red Jones,1,1,11,0,1,0,0,0,1,0,0.091,0.091,0,1,0,1940,jonesre01
FALSE,FALSE,Masao Kida,0,5,4,0,1,0,0,0,0,0,0.250,0.250,0,1,0,2005,kidama01
FALSE,FALSE,Joe Pate,0,2,37,2,7,3,0,0,6,0,0.189,0.270,0,10,0,1927,patejo01
FALSE,FALSE,Eddie Pick,1,3,191,25,34,5,2,2,17,0,0.178,0.257,0,49,0,1927,picked01
FALSE,FALSE,Bob Rhoads,0,8,642,37,121,11,8,2,48,7,0.188,0.240,0,154,0,1909,rhoadbo01
FALSE,FALSE,Justin Stein,1,1,57,9,16,1,1,0,3,0,0.281,0.333,0,19,0,1938,steinju01
FALSE,FALSE,Chin-hui Tsao,0,6,14,3,3,2,0,0,0,0,0.214,0.357,0,5,0,2016,tsaoch01
FALSE,FALSE,Angel Aragon,1,3,76,4,9,1,0,0,5,2,0.118,0.132,0,10,0,1917,aragoan01
FALSE,FALSE,Joaquin Benoit,0,16,9,1,0,0,0,0,0,0,0.000,0.000,0,0,1,2017,benoijo01
FALSE,FALSE,John Fluhrer,1,1,6,0,2,0,0,0,0,1,0.333,0.333,0,2,0,1915,fluhrjo01
FALSE,TRUE,Jayson Werth,1,15,5484,883,1465,300,22,229,799,132,0.267,0.455,1,2496,5,2017,werthja01
FALSE,FALSE,Dale Mohorcic,0,5,8,0,1,0,0,0,0,0,0.125,0.125,0,1,0,1990,mohorda01
FALSE,FALSE,Les Nunamaker,1,12,1990,194,533,75,30,2,216,36,0.268,0.339,0,674,0,1922,nunamle01
FALSE,TRUE,Terry Pendleton,1,15,7032,851,1897,356,39,140,946,127,0.270,0.391,1,2751,11,1998,pendlte01
FALSE,FALSE,Blake Snell,0,9,42,1,4,0,0,0,0,0,0.095,0.095,1,4,14,2024,snellbl01
FALSE,FALSE,Craig Stammen,0,13,101,6,22,8,0,0,10,0,0.218,0.297,0,30,1,2022,stammcr01
FALSE,FALSE,Brian Bixler,1,4,323,41,61,14,3,2,14,9,0.189,0.269,0,87,0,2012,bixlebr01
FALSE,FALSE,Ted Gray,0,9,370,22,59,4,1,0,16,0,0.159,0.176,1,65,0,1955,grayte01
FALSE,FALSE,Gene Hiser,1,5,263,34,53,7,0,1,18,6,0.202,0.240,0,63,0,1975,hiserge01
FALSE,FALSE,Brian Hunter,1,9,1555,187,364,90,7,67,259,4,0.234,0.430,0,669,0,2000,huntebr01
FALSE,FALSE,Carl Sawatski,1,11,1449,133,351,46,5,58,213,2,0.242,0.401,0,581,0,1963,sawatca01
FALSE,FALSE,Brian Serven,1,3,273,25,51,9,1,6,20,0,0.187,0.293,0,80,0,2024,servebr01
FALSE,FALSE,Chuck Stobbs,0,15,578,53,102,15,0,0,53,1,0.176,0.202,0,117,0,1961,stobbch01
FALSE,FALSE,Tommy Doyle,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2023,doyleto01
FALSE,FALSE,LaVel Freeman,1,1,3,1,0,0,0,0,0,0,0.000,0.000,0,0,0,1989,freemla01
FALSE,FALSE,Guillermo Zuñiga,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,zuniggu01
FALSE,FALSE,Rougned Odor,1,10,4044,541,930,186,29,178,568,70,0.230,0.422,0,1708,4,2023,odorro01
